bod,zneni,stav_hodnoceni,souvisejici_temata,zdroj_id
17.1,Narovnáme právní vztahy mezi městem Brnem a Konventem Hospitálského řádu sv. Jana z Boha – Milosrdných bratří v Brně. Cílem je zachování chodu Nemocnice Milosrdných bratří minimálně v rozsahu současné péče.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
17.2,"Udržíme kvalitní, dostupnou, efektivní a moderní zdravotní péči pro obyvatele města Brna zachováním dosavadního rozsahu ambulantní a lůžkové péče, finanční podporou hospicové a paliativní péče či podporou modernizace a nezbytného investičního rozvoje.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
17.3,Budeme podporovat rozvoj elektronizace zdravotnictví a implementaci telemedicíny napříč lékařskými obory prostřednictvím koordinace expertní skupiny Memoranda o spolupráci pro elektronizaci zdravotnictví a telemedicínu.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
17.4,"Budeme podporovat programy prevence včetně prevence domácího násilí a podpory jeho aktérů, programy zvyšování odpovědnosti za vlastní zdraví, budeme propagovat zdravý životní styl, zvyšovat zdravotní gramotnost obyvatel města Brna realizací osvětově-informačních a vzdělávacích kampaní pro širokou veřejnost.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
17.5,Ve spolupráci s Jihomoravským krajem budeme zvyšovat úroveň lékařské pohotovostní služby na území města Brna.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.1,"Zkvalitníme a zjednodušíme občanům přístup k poradenství a řešení obtížných životních situací prostřednictvím poradny Socio Info Point, portálu socialnipece.brno.cz a projektu Bezpečnější Brno.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.2,"Podpoříme setrvání seniorů a lidí s různými typy postižení v domácím prostředí rozšiřováním nabídky, dostupnosti a kvality terénních služeb a podporou neformálního pečovatelství.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.3,"Rozšíříme kapacitu pobytových služeb pro seniory a občany se zdravotním postižením a udržíme jejich vysokou kvalitu. Plánujeme rekonstrukci Domova pro seniory Nopova, rekonstrukci a přístavbu Domova pro seniory Kosmonautů nebo rozšíření využití areálu Domova pro seniory Kociánka.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.4,"Podpoříme nabídku služeb na sociálně-zdravotním pomezí, jako je například paliativní nebo hospicová péče. Vybudujeme nové prostory pro Domov pro osoby se zdravotním postižením Tereza na ulici Menšíkova, dokončíme stavbu dětského hospicu Dům pro Julii. Systémy zdravotních a sociálních služeb propojíme pokračováním v přípravách vedoucích k následnému vybudování sociálně-zdravotního komplexu na Červeném kopci.",Dílčí věcné posouzení; rozsah viz témata,julia;cerveny_kopec,f110c4cfd0c04385
18.5,"Chceme nadále podporovat rodiče samoživitele, osoby ve věku 50+, zdravotně handicapované, mladé dospělé opouštějící institucionální péči, opakovaně či dlouhodobě nezaměstnané, lidi bez domova nebo ohrožené závislostmi při jejich opětovném začlenění do společnosti, udržení bydlení a návratu na pracovní trh.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.6,"Budeme i nadále propojovat činnost státních, městských či soukromých subjektů, abychom zajistili komplexní síť sociální práce a sociálních služeb. Díky koordinaci pomoci od sociálních kurátorů města přes neziskové organizace po dobrovolnické organizace se postaráme o lidi v nouzi.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.7,"Budeme i nadále všestranně podporovat Sociální nadační fond, jehož posláním je pomáhat lidem v těžkých životních situacích, ze kterých se nemohou vymanit vlastními silami, a úzce s ním spolupracovat.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
18.8,"Vytvoříme v rámci příspěvkové organizace Centrum sociálních služeb Městskou nájemní agenturu, jež pomůže domácnostem zpřístupnit komerční trh pronájmů, jenž je pro ně velmi často nedostupný.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
19.1,"Budeme podporovat opatření a aktivity v oblasti rodinné politiky, například přípravu na rodičovství, dětské skupiny nebo mateřská centra. Chceme dále zvyšovat povědomí veřejnosti o důležitosti funkce rodiny, informovat o problematice sendvičové generace a věnovat se podpoře aktivního stárnutí a dobrovolnictví ve městě Brně.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
19.2,"Zavedeme systém rodičovských voucherů. Pravidelně rodičům přispějeme na sportovní, hudební a jiné volnočasové aktivity jejich dětí do osmnácti let, které navštěvují základní nebo střední školu.",Dílčí věcné posouzení; rozsah viz témata,vouchery,f110c4cfd0c04385
19.3,"Budeme podporovat realizaci opatření vedoucích ke zpřístupňování města a odstraňování bariér, zajišťovat při přípravě významných staveb a projektů města spolupráci v této oblasti a zvyšovat povědomí veřejnosti o problematice osob s tělesným a smyslovým znevýhodněním.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
20.1,Budeme pokračovat v rozvoji participativního rozpočtu Dáme na vás. Budeme se soustředit na větší zapojení veřejnosti v rámci hlasování a podrobnou diskusi jednotlivých projektů především s vedeními městských částí.,Dílčí věcné posouzení; rozsah viz témata,participace,f110c4cfd0c04385
20.2,V důležitých otázkách dáme brněnským občanům prostor k vyjádření na veřejných setkáních nebo prostřednictvím městských anket.,Samostatně nevyhodnoceno,,f110c4cfd0c04385
20.3,"Budeme rozhodovat na základě dat, za tímto účelem budeme pokračovat ve sběru, analýze a zveřejňování datových sad města a jeho společností.",Samostatně nevyhodnoceno,,f110c4cfd0c04385
